Student ID,Name,Gender,Age,Department,Semester,Attendance (%),Internal Marks,Midterm Marks,Final Exam Marks,Total Marks,GPA,Result,Backlogs,Scholarship,Hostel Resident,Extra Curricular Score,Parental Income (USD),Internet Access,Study Hours per Day
STD12016,Student_12016,Female,19,BBA,4,88.02,21,22,66,109,3.3,Pass,0,Yes,Yes,89.26,4865.69,Yes,1.49
STD12017,Student_12017,Female,22,CSE,2,86.76,13,38,54,105,3.3,Pass,0,No,Yes,73.17,6193.4,Yes,3.82
STD12018,Student_12018,Male,18,Textile,3,93.01,27,35,35,97,3.0,Pass,0,No,No,35.32,4815.97,Yes,0.81
STD12019,Student_12019,Male,20,EEE,5,80.39,20,22,52,94,3.0,Pass,0,No,Yes,62.43,1000.0,Yes,0.9
STD12020,Student_12020,Male,22,BBA,6,79.16,25,21,51,97,3.0,Pass,0,No,No,71.92,7502.07,Yes,2.27
STD12021,Student_12021,Male,17,CSE,4,78.9,27,35,67,129,3.7,Fail,1,No,Yes,38.82,6412.96,No,1.15
STD12022,Student_12022,Female,19,Textile,6,82.64,16,49,62,127,3.7,Fail,1,No,No,89.89,5704.34,Yes,0.5
STD12023,Student_12023,Male,22,BBA,6,86.75,29,36,53,118,3.3,Fail,2,No,No,91.48,1521.11,Yes,2.02
STD12024,Student_12024,Female,17,Textile,1,98.24,13,34,59,106,3.3,Fail,2,No,Yes,45.51,4668.79,No,3.06
STD12025,Student_12025,Male,18,ME,8,97.63,11,33,55,99,3.0,Pass,0,No,Yes,67.78,5755.52,Yes,1.38
STD12026,Student_12026,Female,23,ME,7,83.15,18,47,30,95,3.0,Pass,0,No,No,71.56,5180.16,No,4.21
STD12027,Student_12027,Male,21,CE,3,100.0,21,20,45,86,2.5,Pass,0,No,Yes,20.16,5961.55,Yes,4.91
STD12028,Student_12028,Male,22,ME,1,90.09,28,44,48,120,3.7,Fail,1,No,No,40.37,3061.5,Yes,4.17
STD12029,Student_12029,Female,22,BBA,7,90.88,18,26,65,109,3.3,Pass,0,No,Yes,62.43,5482.2,Yes,3.36
STD12030,Student_12030,Female,17,Textile,7,93.4,19,42,57,118,3.3,Fail,2,No,No,45.64,5587.96,Yes,1.74
STD12031,Student_12031,Female,24,EEE,2,97.8,18,45,34,97,3.0,Fail,2,Yes,No,74.9,4956.4,Yes,2.03
STD12032,Student_12032,Male,17,Textile,3,94.98,14,31,56,101,3.0,Pass,0,No,Yes,43.26,2161.58,Yes,1.94
STD12033,Student_12033,Female,21,ME,8,79.49,10,49,47,106,3.3,Fail,2,No,No,48.38,4538.38,Yes,2.13
STD12034,Student_12034,Female,17,Textile,6,81.59,25,37,41,103,3.0,Pass,0,No,No,66.21,8371.54,Yes,3.14
STD12035,Student_12035,Female,17,CSE,7,72.02,18,39,35,92,3.0,Fail,2,No,No,73.23,8464.24,Yes,5.4
STD12036,Student_12036,Female,22,Textile,4,90.77,14,27,30,71,2.0,Fail,0,Yes,Yes,23.83,3408.74,Yes,0.92
STD12037,Student_12037,Female,21,BBA,6,94.72,13,49,30,92,3.0,Pass,0,No,Yes,59.44,4843.88,Yes,2.62
STD12038,Student_12038,Female,21,CSE,4,95.27,14,32,65,111,3.3,Fail,2,Yes,No,82.58,7169.97,Yes,2.93
STD12039,Student_12039,Female,23,CE,1,87.86,13,25,57,95,3.0,Fail,1,No,No,75.81,5490.15,Yes,3.17
STD12040,Student_12040,Female,22,CE,5,91.58,23,49,38,110,3.3,Fail,2,No,No,65.54,4405.11,Yes,3.76
STD12041,Student_12041,Female,23,Textile,7,68.71,17,39,51,107,3.3,Pass,0,No,Yes,66.61,5853.6,Yes,2.71
STD12042,Student_12042,Male,18,EEE,8,80.9,22,29,34,85,2.5,Fail,1,No,Yes,48.08,3985.61,Yes,4.19
STD12043,Student_12043,Male,24,BBA,6,79.98,20,32,43,95,3.0,Fail,2,No,No,59.74,4295.01,Yes,4.78
STD12044,Student_12044,Female,24,EEE,4,99.73,23,47,45,115,3.3,Fail,1,No,Yes,63.25,8211.12,No,5.55
STD12045,Student_12045,Male,18,CSE,8,88.55,19,38,41,98,3.0,Pass,0,No,Yes,89.22,4552.45,Yes,1.01
STD12046,Student_12046,Male,24,EEE,1,88.18,16,21,68,105,3.3,Pass,0,No,No,71.93,7820.71,Yes,2.44
STD12047,Student_12047,Female,24,CSE,5,71.7,28,32,49,109,3.3,Pass,0,No,No,69.42,7088.85,Yes,2.83
STD12048,Student_12048,Female,22,EEE,3,72.36,26,46,52,124,3.7,Pass,0,No,No,43.76,6125.94,Yes,2.16
STD12049,Student_12049,Female,17,CE,4,83.07,13,32,47,92,3.0,Fail,1,No,Yes,61.29,1000.0,Yes,2.79
STD12050,Student_12050,Female,19,BBA,4,92.76,29,49,36,114,3.3,Pass,0,No,No,47.5,4340.47,Yes,2.75
STD12051,Student_12051,Female,18,EEE,6,76.29,23,39,34,96,3.0,Fail,2,No,Yes,52.95,4245.17,No,3.45
STD12052,Student_12052,Female,18,Textile,6,99.74,21,39,67,127,3.7,Fail,1,No,Yes,71.64,6989.4,Yes,3.53
STD12053,Student_12053,Male,22,CSE,1,77.29,20,32,31,83,2.5,Fail,1,Yes,No,71.8,5522.28,Yes,5.19
STD12054,Student_12054,Female,23,Textile,4,90.46,10,32,30,72,2.0,Fail,2,Yes,No,52.73,4161.41,Yes,2.77
STD12055,Student_12055,Male,22,BBA,7,78.32,18,31,46,95,3.0,Pass,0,No,No,55.5,6545.91,Yes,3.75
STD12056,Student_12056,Female,19,Textile,1,97.6,10,36,42,88,2.5,Fail,2,No,Yes,51.83,2869.38,Yes,2.93
STD12057,Student_12057,Female,19,CE,4,100.0,19,43,38,100,3.0,Fail,2,No,Yes,58.1,1000.0,No,3.65
STD12058,Student_12058,Male,24,CE,1,91.28,20,27,41,88,2.5,Fail,2,Yes,No,61.41,3627.03,Yes,2.5
STD12059,Student_12059,Female,21,ME,7,78.84,14,25,37,76,2.5,Fail,2,Yes,No,53.95,4721.53,Yes,4.84
STD12060,Student_12060,Female,24,BBA,8,76.29,18,40,54,112,3.3,Fail,1,No,No,61.39,9151.17,Yes,2.79
STD12061,Student_12061,Male,22,EEE,7,77.97,12,20,41,73,2.0,Fail,2,No,No,86.74,3846.41,Yes,4.75
STD12062,Student_12062,Female,18,CE,4,80.45,11,43,41,95,3.0,Fail,2,No,No,48.63,6370.35,Yes,4.06
STD12063,Student_12063,Male,23,EEE,8,79.37,27,42,62,131,3.7,Fail,1,No,Yes,71.52,3978.07,Yes,1.8
STD12064,Student_12064,Female,24,EEE,3,97.96,23,47,47,117,3.3,Pass,0,No,No,78.17,2765.32,Yes,4.41
STD12065,Student_12065,Female,23,CSE,6,86.25,14,46,65,125,3.7,Fail,2,Yes,Yes,73.32,7101.79,Yes,3.59
STD12066,Student_12066,Male,24,Textile,3,90.64,23,35,69,127,3.7,Pass,0,Yes,No,43.21,4130.47,No,1.24
STD12067,Student_12067,Female,24,EEE,7,72.66,14,22,61,97,3.0,Fail,2,No,Yes,75.42,5344.53,Yes,1.49
STD12068,Student_12068,Male,20,ME,1,81.74,11,42,69,122,3.7,Pass,0,No,Yes,68.68,5862.93,Yes,2.16
STD12069,Student_12069,Male,20,BBA,7,91.28,16,42,33,91,3.0,Fail,2,No,No,83.81,10550.48,Yes,2.81
STD12070,Student_12070,Male,24,BBA,3,80.7,27,37,69,133,3.7,Fail,2,No,No,74.55,5655.52,Yes,2.97
STD12071,Student_12071,Female,17,CSE,1,88.25,25,29,56,110,3.3,Fail,1,No,No,58.08,7295.02,Yes,2.45
STD12072,Student_12072,Female,18,ME,6,81.07,14,31,58,103,3.0,Fail,2,No,Yes,80.66,3418.26,Yes,5.34
STD12073,Student_12073,Male,24,Textile,7,97.06,29,32,31,92,3.0,Fail,1,Yes,No,34.77,4366.16,Yes,3.02
STD12074,Student_12074,Female,20,ME,1,85.24,21,38,41,100,3.0,Pass,0,No,No,49.6,5507.48,Yes,3.58
STD12075,Student_12075,Female,23,BBA,6,79.0,22,26,48,96,3.0,Fail,2,No,Yes,66.39,2416.94,Yes,2.62
STD12076,Student_12076,Female,18,ME,2,88.19,17,32,48,97,3.0,Fail,1,No,No,26.19,3108.78,No,3.6
STD12077,Student_12077,Male,22,Textile,3,88.21,23,34,55,112,3.3,Fail,2,No,Yes,65.97,5297.78,Yes,2.12
STD12078,Student_12078,Female,18,CE,2,94.69,14,28,50,92,3.0,Fail,1,No,Yes,52.61,5284.41,Yes,3.73
STD12079,Student_12079,Male,20,EEE,7,72.85,13,31,51,95,3.0,Fail,1,No,No,50.94,4590.85,Yes,0.93
STD12080,Student_12080,Female,23,EEE,6,75.78,18,25,66,109,3.3,Fail,2,No,Yes,38.23,7452.34,Yes,2.56
STD12081,Student_12081,Female,18,BBA,6,87.42,24,45,68,137,4.0,Fail,2,No,No,62.68,3632.23,Yes,3.15
STD12082,Student_12082,Male,19,BBA,2,79.58,23,39,41,103,3.0,Fail,2,No,No,57.34,5542.73,Yes,3.06
STD12083,Student_12083,Female,17,Textile,7,86.51,14,29,49,92,3.0,Fail,1,No,No,49.08,8364.35,Yes,1.64
STD12084,Student_12084,Male,21,ME,6,87.45,24,39,65,128,3.7,Fail,2,No,No,82.27,5198.37,Yes,2.77
STD12085,Student_12085,Female,23,Textile,4,75.96,13,31,30,74,2.0,Fail,1,No,Yes,78.8,3269.3,Yes,4.49
STD12086,Student_12086,Male,20,CSE,1,87.83,27,43,36,106,3.3,Fail,1,Yes,No,56.54,2481.06,Yes,0.5
STD12087,Student_12087,Female,22,BBA,5,79.7,14,27,64,105,3.3,Pass,0,No,No,74.48,3379.13,Yes,3.14
STD12088,Student_12088,Female,21,BBA,8,69.22,26,45,41,112,3.3,Pass,0,Yes,No,35.32,6291.06,Yes,1.96
STD12089,Student_12089,Female,17,BBA,2,84.88,23,28,61,112,3.3,Fail,2,No,No,50.21,3892.84,Yes,6.26
STD12090,Student_12090,Male,23,Textile,4,80.9,26,47,54,127,3.7,Fail,2,No,No,9.24,3610.52,Yes,3.55
STD12091,Student_12091,Male,24,Textile,3,78.67,28,46,37,111,3.3,Fail,2,Yes,No,64.01,6561.28,Yes,4.68
STD12092,Student_12092,Male,23,ME,5,86.09,22,23,44,89,2.5,Pass,0,No,Yes,43.5,4487.58,Yes,2.98
STD12093,Student_12093,Female,19,CE,6,89.96,22,40,67,129,3.7,Pass,0,No,No,57.09,6775.56,Yes,0.74
STD12094,Student_12094,Male,19,BBA,1,79.47,22,27,45,94,3.0,Fail,1,No,No,83.15,6163.79,Yes,4.66
STD12095,Student_12095,Male,19,CE,8,93.53,11,43,36,90,3.0,Fail,2,No,No,44.17,4442.8,No,1.09
STD12096,Student_12096,Male,19,Textile,4,75.6,24,22,68,114,3.3,Fail,2,No,No,83.45,6844.92,Yes,2.33
STD12097,Student_12097,Male,20,ME,5,79.46,10,40,69,119,3.3,Fail,1,No,Yes,42.01,3820.6,Yes,3.77
STD12098,Student_12098,Male,23,Textile,1,99.9,24,29,54,107,3.3,Fail,1,No,No,64.35,6746.71,Yes,4.42
STD12099,Student_12099,Male,20,CSE,1,77.15,25,45,62,132,3.7,Pass,0,No,Yes,58.23,5084.29,Yes,3.61
STD12100,Student_12100,Male,18,EEE,5,84.86,20,37,34,91,3.0,Fail,2,Yes,No,76.87,6010.19,Yes,3.52
STD12101,Student_12101,Male,22,EEE,4,77.38,12,25,59,96,3.0,Fail,1,No,No,59.08,5703.82,Yes,3.52
STD12102,Student_12102,Male,18,Textile,6,99.48,29,24,31,84,2.5,Pass,0,No,No,39.33,5751.18,Yes,3.59
STD12103,Student_12103,Male,22,EEE,5,76.54,23,45,63,131,3.7,Pass,0,No,No,93.28,5267.17,Yes,1.34
STD12104,Student_12104,Female,17,EEE,2,100.0,14,46,43,103,3.0,Pass,0,Yes,No,97.99,6344.84,Yes,4.31
STD12105,Student_12105,Female,24,ME,1,95.84,26,43,39,108,3.3,Pass,0,No,No,35.74,3992.99,Yes,1.85
STD12106,Student_12106,Male,18,EEE,3,89.18,11,37,68,116,3.3,Pass,0,Yes,Yes,74.68,4542.09,Yes,1.44
STD12107,Student_12107,Female,17,ME,6,93.63,16,42,50,108,3.3,Fail,2,No,No,57.1,4070.31,Yes,5.08
STD12108,Student_12108,Female,24,CSE,7,100.0,19,47,54,120,3.7,Fail,2,No,No,45.45,2961.39,No,2.0
STD12109,Student_12109,Male,17,BBA,8,79.68,19,24,66,109,3.3,Pass,0,Yes,No,34.12,3662.8,Yes,3.91
STD12110,Student_12110,Male,17,BBA,7,86.65,29,40,68,137,4.0,Fail,2,No,No,78.01,4422.29,Yes,0.89
STD12111,Student_12111,Male,19,BBA,8,84.95,17,40,60,117,3.3,Pass,0,No,Yes,76.26,5465.71,Yes,4.4
STD12112,Student_12112,Female,21,ME,5,77.24,10,40,43,93,3.0,Pass,0,No,Yes,73.64,6787.11,Yes,2.24
STD12113,Student_12113,Male,21,ME,8,80.93,25,35,34,94,3.0,Fail,2,No,Yes,74.08,2516.3,Yes,5.07
STD12114,Student_12114,Female,20,ME,5,87.9,18,20,54,92,3.0,Fail,1,No,Yes,31.13,1586.38,Yes,4.94
STD12115,Student_12115,Male,17,CSE,1,100.0,25,27,31,83,2.5,Pass,0,Yes,No,59.16,6676.16,Yes,2.94
STD12116,Student_12116,Female,19,CE,1,74.32,29,21,64,114,3.3,Fail,2,No,Yes,49.05,4358.22,Yes,2.84
STD12117,Student_12117,Female,18,ME,8,84.82,24,47,49,120,3.7,Pass,0,No,No,76.48,1000.0,Yes,1.11
STD12118,Student_12118,Male,18,ME,5,81.32,18,47,39,104,3.0,Fail,1,No,Yes,44.24,2765.51,Yes,3.75
STD12119,Student_12119,Male,20,BBA,7,90.68,21,33,69,123,3.7,Pass,0,No,Yes,100.0,3136.21,Yes,0.92
STD12120,Student_12120,Female,20,Textile,3,90.83,11,42,35,88,2.5,Pass,0,No,No,66.6,3132.43,Yes,2.5
STD12121,Student_12121,Female,17,EEE,1,71.78,19,40,62,121,3.7,Pass,0,Yes,Yes,87.54,5210.48,Yes,5.02
STD12122,Student_12122,Male,24,EEE,1,86.74,25,23,43,91,3.0,Pass,0,No,No,33.68,3538.26,Yes,2.3
STD12123,Student_12123,Male,17,CSE,2,64.23,14,37,55,106,3.3,Fail,2,Yes,Yes,50.25,7532.17,Yes,0.5
STD12124,Student_12124,Female,24,EEE,4,96.32,22,30,51,103,3.0,Fail,1,No,No,17.87,7672.63,Yes,2.27
STD12125,Student_12125,Male,18,CE,2,67.81,16,39,43,98,3.0,Fail,1,Yes,No,46.73,5844.96,Yes,4.29
STD12126,Student_12126,Female,18,BBA,3,75.88,18,41,65,124,3.7,Fail,2,No,No,81.76,1490.42,Yes,4.51
STD12127,Student_12127,Male,18,CSE,8,89.39,26,44,52,122,3.7,Fail,2,No,Yes,66.41,5863.13,Yes,1.29
STD12128,Student_12128,Male,18,EEE,7,78.45,26,40,45,111,3.3,Fail,1,No,Yes,91.28,1000.0,Yes,1.71
STD12129,Student_12129,Male,21,EEE,4,88.72,26,38,54,118,3.3,Fail,2,No,No,83.63,3104.28,Yes,3.35
STD12130,Student_12130,Female,17,Textile,8,100.0,14,49,48,111,3.3,Pass,0,No,No,88.21,6684.88,Yes,3.37
STD12131,Student_12131,Male,17,BBA,8,95.72,15,34,40,89,2.5,Pass,0,No,Yes,47.57,6027.8,No,3.03
STD12132,Student_12132,Female,18,CSE,7,80.17,15,22,59,96,3.0,Pass,0,Yes,No,29.31,7215.33,Yes,0.8
STD12133,Student_12133,Male,19,BBA,5,82.71,18,32,54,104,3.0,Fail,2,No,Yes,43.0,5546.48,Yes,1.97
STD12134,Student_12134,Female,18,CSE,7,73.1,19,24,60,103,3.0,Fail,2,No,No,25.44,3601.12,Yes,1.51
STD12135,Student_12135,Female,22,EEE,8,95.51,26,23,46,95,3.0,Fail,2,No,No,40.92,7225.33,Yes,1.75
STD12136,Student_12136,Male,23,BBA,3,90.02,12,34,55,101,3.0,Fail,2,No,No,21.81,7289.5,Yes,1.58
STD12137,Student_12137,Female,23,BBA,3,76.73,29,48,35,112,3.3,Fail,2,No,No,51.01,7786.69,Yes,2.18
STD12138,Student_12138,Female,20,CE,2,88.24,18,43,40,101,3.0,Fail,2,No,Yes,75.78,6192.05,Yes,4.32
STD12139,Student_12139,Female,22,Textile,4,69.43,10,20,30,60,2.0,Fail,0,No,No,100.0,2324.77,Yes,4.61
STD12140,Student_12140,Female,19,BBA,3,88.63,28,29,42,99,3.0,Fail,1,No,No,62.01,4078.52,Yes,2.27
STD12141,Student_12141,Male,20,CSE,4,97.87,23,22,45,90,3.0,Fail,1,No,No,79.24,5208.67,Yes,3.15
STD12142,Student_12142,Male,23,CE,7,92.2,17,24,40,81,2.5,Fail,2,No,No,98.55,6959.45,No,2.52
STD12143,Student_12143,Male,19,BBA,6,87.82,27,39,51,117,3.3,Pass,0,No,No,79.47,4507.63,Yes,4.86
STD12144,Student_12144,Female,20,BBA,7,95.59,15,35,65,115,3.3,Fail,1,No,Yes,68.09,1963.13,No,4.73
STD12145,Student_12145,Female,18,CE,5,80.62,11,32,61,104,3.0,Fail,1,No,No,43.73,4548.7,Yes,2.29
STD12146,Student_12146,Male,24,EEE,4,63.42,16,36,32,84,2.5,Fail,2,Yes,Yes,55.28,5484.38,Yes,3.87
STD12147,Student_12147,Male,18,BBA,2,98.92,15,24,56,95,3.0,Pass,0,No,Yes,83.94,4530.95,Yes,5.01
STD12148,Student_12148,Female,19,ME,7,93.9,20,36,45,101,3.0,Fail,1,No,No,65.85,5407.16,Yes,2.64
STD12149,Student_12149,Male,20,Textile,2,88.43,19,32,66,117,3.3,Fail,2,No,Yes,49.17,5890.09,No,1.37
STD12150,Student_12150,Male,21,EEE,3,86.08,20,27,56,103,3.0,Fail,2,Yes,Yes,32.3,5544.4,Yes,4.9
STD12151,Student_12151,Female,19,BBA,4,93.31,17,34,64,115,3.3,Pass,0,Yes,No,58.61,4054.98,Yes,5.24
STD12152,Student_12152,Male,24,EEE,7,93.3,22,45,31,98,3.0,Fail,1,No,No,43.91,5106.89,Yes,3.03
STD12153,Student_12153,Female,19,CSE,2,83.37,15,31,47,93,3.0,Fail,2,No,No,82.57,3626.26,Yes,5.0
STD12154,Student_12154,Male,24,EEE,1,98.16,19,25,54,98,3.0,Fail,1,No,Yes,34.23,4285.43,Yes,1.35
STD12155,Student_12155,Female,22,CE,2,92.8,27,26,65,118,3.3,Pass,0,No,No,91.33,6360.87,Yes,2.89
STD12156,Student_12156,Female,17,BBA,5,79.18,24,44,48,116,3.3,Pass,0,No,No,43.3,6573.48,Yes,1.25
STD12157,Student_12157,Female,19,EEE,1,100.0,14,32,54,100,3.0,Pass,0,No,No,70.73,4282.45,Yes,3.29
STD12158,Student_12158,Female,21,ME,4,77.27,20,46,68,134,3.7,Pass,0,No,No,47.12,3244.79,Yes,3.49
STD12159,Student_12159,Female,18,CSE,6,65.53,13,43,50,106,3.3,Pass,0,No,Yes,51.84,4788.41,Yes,4.7
STD12160,Student_12160,Male,20,CSE,3,71.81,22,36,67,125,3.7,Pass,0,No,No,11.99,2533.42,Yes,3.06
STD12161,Student_12161,Male,17,EEE,1,96.97,24,37,69,130,3.7,Pass,0,Yes,No,73.79,8291.56,Yes,3.7
STD12162,Student_12162,Male,20,CE,2,97.4,11,37,41,89,2.5,Fail,1,No,No,44.34,5173.3,Yes,0.5
STD12163,Student_12163,Female,18,CSE,8,75.44,16,22,58,96,3.0,Fail,2,No,No,71.75,3511.77,Yes,0.53
STD12164,Student_12164,Male,19,EEE,7,79.13,15,48,36,99,3.0,Pass,0,No,No,53.82,4922.05,Yes,5.25
STD12165,Student_12165,Female,22,EEE,7,79.23,28,24,58,110,3.3,Fail,2,No,No,53.83,5749.76,Yes,4.31
STD12166,Student_12166,Female,21,CSE,3,93.57,24,32,61,117,3.3,Fail,2,No,No,10.44,2991.8,Yes,0.5
STD12167,Student_12167,Male,17,EEE,6,73.25,23,32,40,95,3.0,Fail,2,No,No,100.0,4279.68,Yes,0.5
STD12168,Student_12168,Female,21,EEE,6,94.87,25,25,66,116,3.3,Fail,2,No,No,43.12,5429.29,Yes,2.69
STD12169,Student_12169,Male,24,Textile,3,86.92,29,49,44,122,3.7,Pass,0,No,No,89.5,5658.68,Yes,1.73
STD12170,Student_12170,Female,23,ME,8,79.59,19,32,55,106,3.3,Fail,2,No,Yes,97.59,4578.63,Yes,0.89
STD12171,Student_12171,Female,21,EEE,3,80.62,15,34,31,80,2.5,Fail,2,No,No,49.36,2719.64,Yes,3.51
STD12172,Student_12172,Male,21,Textile,3,82.72,24,38,58,120,3.7,Pass,0,No,No,43.9,2496.76,No,5.41
STD12173,Student_12173,Female,21,Textile,4,82.92,13,25,33,71,2.0,Fail,0,Yes,Yes,61.27,2767.31,Yes,3.29
STD12174,Student_12174,Male,18,EEE,4,78.17,11,25,63,99,3.0,Fail,1,Yes,Yes,60.13,7662.04,Yes,2.02
STD12175,Student_12175,Female,21,CE,4,100.0,28,29,64,121,3.7,Fail,2,No,No,29.31,5449.6,Yes,3.74
STD12176,Student_12176,Male,22,CSE,7,90.79,16,22,39,77,2.5,Fail,1,No,Yes,37.23,5407.17,Yes,5.08
STD12177,Student_12177,Female,21,Textile,8,94.12,20,39,63,122,3.7,Pass,0,Yes,No,81.91,3575.98,Yes,3.48
STD12178,Student_12178,Male,18,Textile,2,86.55,24,39,53,116,3.3,Fail,1,No,Yes,51.42,5224.49,Yes,1.74
STD12179,Student_12179,Male,24,CE,4,87.94,25,36,69,130,3.7,Fail,1,Yes,No,74.05,7385.01,Yes,3.97
STD12180,Student_12180,Female,20,BBA,3,81.91,14,32,59,105,3.3,Fail,1,No,Yes,65.37,5906.82,Yes,5.08
STD12181,Student_12181,Male,18,CE,1,96.35,18,45,34,97,3.0,Fail,2,No,No,66.42,6479.74,Yes,1.59
STD12182,Student_12182,Female,23,BBA,1,85.89,10,35,34,79,2.5,Fail,1,No,Yes,50.03,6794.86,No,1.13
STD12183,Student_12183,Female,23,BBA,6,78.38,22,36,39,97,3.0,Fail,2,Yes,No,83.54,2069.17,Yes,2.13
STD12184,Student_12184,Male,22,CE,1,58.32,12,49,64,125,3.7,Fail,1,No,No,55.1,4059.03,Yes,1.0
STD12185,Student_12185,Male,24,ME,1,76.3,14,23,40,77,2.5,Pass,0,No,No,49.93,6848.19,Yes,3.11
STD12186,Student_12186,Male,22,CE,1,83.33,23,27,46,96,3.0,Fail,2,Yes,No,52.77,4285.82,Yes,1.19
STD12187,Student_12187,Male,19,Textile,6,85.58,14,28,30,72,2.0,Fail,1,No,No,42.18,5030.31,Yes,1.07
STD12188,Student_12188,Male,18,CSE,5,73.33,29,41,65,135,4.0,Fail,1,No,Yes,77.06,1573.48,Yes,1.7
STD12189,Student_12189,Female,20,CE,7,63.52,23,31,35,89,2.5,Fail,2,No,No,28.51,3139.54,Yes,3.79
STD12190,Student_12190,Male,19,ME,1,100.0,10,31,59,100,3.0,Pass,0,No,No,58.83,5055.01,Yes,1.36
STD12191,Student_12191,Female,19,CE,8,85.04,20,38,64,122,3.7,Fail,2,No,No,70.12,8845.93,Yes,3.1
STD12192,Student_12192,Male,17,ME,1,81.78,14,20,42,76,2.5,Fail,1,No,Yes,100.0,4586.21,Yes,1.71
STD12193,Student_12193,Male,21,CSE,1,86.94,12,23,30,65,2.0,Fail,1,No,Yes,96.44,5391.23,Yes,3.72
STD12194,Student_12194,Male,19,EEE,7,74.31,19,21,52,92,3.0,Pass,0,No,No,67.77,5095.39,Yes,3.01
STD12195,Student_12195,Female,19,ME,6,95.92,18,47,42,107,3.3,Pass,0,No,No,57.55,6707.79,Yes,3.32
STD12196,Student_12196,Male,22,ME,2,80.21,24,26,63,113,3.3,Pass,0,No,Yes,41.42,3419.11,No,4.09
STD12197,Student_12197,Female,20,Textile,5,77.75,15,22,45,82,2.5,Fail,2,No,Yes,34.72,4889.94,Yes,4.3
STD12198,Student_12198,Female,19,ME,7,79.06,15,27,40,82,2.5,Fail,1,No,No,42.87,3396.74,Yes,3.53
STD12199,Student_12199,Female,24,CSE,1,78.26,17,28,56,101,3.0,Fail,2,No,No,73.11,3527.86,Yes,0.5
STD12200,Student_12200,Male,23,BBA,6,73.74,11,39,58,108,3.3,Pass,0,No,No,49.14,8105.11,Yes,0.5
STD12201,Student_12201,Female,20,ME,6,89.41,13,40,30,83,2.5,Fail,1,No,No,86.15,2430.57,Yes,1.53
STD12202,Student_12202,Male,21,CSE,8,90.83,11,40,51,102,3.0,Fail,2,No,No,60.21,7083.7,Yes,2.87
STD12203,Student_12203,Female,23,Textile,4,71.85,18,43,54,115,3.3,Fail,2,No,No,49.02,1887.28,No,2.59
STD12204,Student_12204,Male,22,Textile,7,82.28,14,47,36,97,3.0,Fail,2,No,Yes,23.39,1932.88,Yes,3.78
STD12205,Student_12205,Female,24,EEE,7,86.34,28,20,50,98,3.0,Fail,2,No,Yes,38.16,2605.41,Yes,4.67
STD12206,Student_12206,Male,23,ME,2,79.91,28,41,55,124,3.7,Fail,1,No,Yes,28.69,1000.0,Yes,0.5
STD12207,Student_12207,Male,17,BBA,6,92.99,18,30,47,95,3.0,Fail,2,No,No,40.7,4035.98,Yes,2.36
STD12208,Student_12208,Male,17,CSE,6,100.0,14,21,62,97,3.0,Fail,1,No,No,67.92,8079.92,No,0.5
STD12209,Student_12209,Female,21,EEE,5,89.72,25,49,53,127,3.7,Fail,1,No,No,59.21,5490.43,Yes,2.74
STD12210,Student_12210,Female,21,BBA,4,85.01,16,28,39,83,2.5,Fail,2,No,No,48.08,3483.15,Yes,2.04
STD12211,Student_12211,Male,23,EEE,4,77.34,11,26,42,79,2.5,Fail,1,No,No,84.19,4921.35,Yes,3.04
STD12212,Student_12212,Female,22,BBA,2,70.34,23,46,60,129,3.7,Fail,2,No,Yes,52.95,1514.03,Yes,2.62
STD12213,Student_12213,Female,24,CE,6,77.01,10,34,47,91,3.0,Pass,0,No,No,79.37,5301.52,Yes,3.74
STD12214,Student_12214,Female,22,CE,4,92.39,17,35,40,92,3.0,Fail,2,No,Yes,84.61,3693.2,Yes,0.5
STD12215,Student_12215,Female,24,CE,3,75.16,26,31,61,118,3.3,Fail,1,No,No,41.33,3000.99,Yes,2.88
STD12216,Student_12216,Female,18,EEE,2,97.33,28,29,50,107,3.3,Fail,1,No,Yes,45.46,4105.14,No,3.78
STD12217,Student_12217,Female,19,CE,2,81.12,15,28,55,98,3.0,Pass,0,No,No,100.0,6703.53,Yes,0.5
STD12218,Student_12218,Female,19,CSE,3,73.62,23,35,37,95,3.0,Fail,2,No,No,80.09,5068.53,Yes,2.1
STD12219,Student_12219,Male,24,CSE,2,87.2,17,31,46,94,3.0,Pass,0,No,No,52.18,4851.37,Yes,2.76
STD12220,Student_12220,Male,19,CE,4,76.26,20,29,65,114,3.3,Fail,2,Yes,Yes,80.03,1000.0,Yes,4.67
STD12221,Student_12221,Female,20,BBA,4,93.61,23,39,51,113,3.3,Pass,0,No,Yes,35.28,5696.44,Yes,3.17
STD12222,Student_12222,Male,18,BBA,7,76.84,19,40,38,97,3.0,Fail,2,No,No,35.49,6584.01,Yes,4.45
STD12223,Student_12223,Male,23,EEE,4,64.69,26,49,34,109,3.3,Pass,0,No,No,37.67,4835.24,Yes,2.65
STD12224,Student_12224,Male,19,BBA,3,79.74,21,32,43,96,3.0,Fail,2,No,No,68.96,6109.65,Yes,3.0
STD12225,Student_12225,Female,20,ME,7,69.16,13,46,40,99,3.0,Pass,0,No,Yes,84.46,7196.59,Yes,4.14
STD12226,Student_12226,Female,24,BBA,4,92.78,28,45,60,133,3.7,Pass,0,Yes,No,53.95,4905.66,Yes,5.05
